bgo_path,case,graph,run,status,runtime_ns,energy_joules,G.SIZE_VERTS,G.SIZE_EDGES,sources.SIZE
bgo/bc/CPU/bc_brandes,0,chess_largest_cc.mtx,0,0,21788602508,797258662,7115,111558,998
