bgo_path,case,graph,run,status,runtime_ns,total_energy,G.SIZE_VERTS,G.SIZE_EDGES
bgo/bfs/GPU/bfs_gpu,0,chess_largest_cc.mtx,0,0,131993102,3608521,7115,111558
